Date,Open,High,Low,Close,Adj Close,Volume
2005-09-12,24.545000,24.965000,24.410000,24.855000,18.267380,347800
2005-09-13,24.855000,24.985001,24.584999,24.650000,18.116716,367400
2005-09-14,24.775000,24.905001,24.540001,24.555000,18.046896,431200
2005-09-15,24.740000,25.325001,24.740000,25.000000,18.373957,667600
2005-09-16,25.105000,25.250000,25.000000,25.115000,18.458471,721200
2005-09-19,25.115000,25.325001,25.010000,25.075001,18.429071,524000
2005-09-20,25.070000,25.230000,24.174999,24.490000,17.999128,906400
2005-09-21,24.450001,25.260000,24.440001,24.764999,18.201241,452400
2005-09-22,25.740000,25.740000,24.535000,24.809999,18.234308,434800
2005-09-23,24.760000,25.295000,24.450001,25.080000,18.432753,416200
2005-09-26,25.350000,25.645000,24.975000,25.355000,18.634865,543000
2005-09-27,25.549999,25.549999,25.040001,25.295000,18.590765,320400
2005-09-28,25.344999,25.830000,25.344999,25.709999,18.895773,445200
2005-09-29,25.709999,26.084999,25.680000,26.080000,19.167707,333200
2005-09-30,26.080000,26.600000,25.889999,26.465000,19.450668,561000
2005-10-03,26.504999,26.825001,26.400000,26.584999,19.538860,376200
